section,category,field_name,field_label,data_type,required,ui_control,conditional_rule,help_text
component_scoring,Motor Graders,circle_drawbar_moldboard_score,Circle/drawbar/moldboard Score,integer,required,dropdown,show when asset_category = Motor Graders,Use shared 0 to 5 condition scale
component_notes,Motor Graders,circle_drawbar_moldboard_notes,Circle/drawbar/moldboard Notes,text,optional,textarea,show when asset_category = Motor Graders,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Motor Graders,articulation_steering_score,Articulation/steering Score,integer,required,dropdown,show when asset_category = Motor Graders,Use shared 0 to 5 condition scale
component_notes,Motor Graders,articulation_steering_notes,Articulation/steering Notes,text,optional,textarea,show when asset_category = Motor Graders,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Motor Graders,hydraulic_system_score,Hydraulic system Score,integer,required,dropdown,show when asset_category = Motor Graders,Use shared 0 to 5 condition scale
component_notes,Motor Graders,hydraulic_system_notes,Hydraulic system Notes,text,optional,textarea,show when asset_category = Motor Graders,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Motor Graders,axles_tandems_score,Axles/tandems Score,integer,required,dropdown,show when asset_category = Motor Graders,Use shared 0 to 5 condition scale
component_notes,Motor Graders,axles_tandems_notes,Axles/tandems Notes,text,optional,textarea,show when asset_category = Motor Graders,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Motor Graders,tires_score,Tires Score,integer,required,dropdown,show when asset_category = Motor Graders,Use shared 0 to 5 condition scale
component_notes,Motor Graders,tires_notes,Tires Notes,text,optional,textarea,show when asset_category = Motor Graders,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Motor Graders,cab_controls_score,Cab/controls Score,integer,required,dropdown,show when asset_category = Motor Graders,Use shared 0 to 5 condition scale
component_notes,Motor Graders,cab_controls_notes,Cab/controls Notes,text,optional,textarea,show when asset_category = Motor Graders,"Record defects, leaks, wear, repairs, or missing items"
attachments,Motor Graders,attachment_inventory,Attachment Inventory,multi_reference,optional,multi_select,show when asset_category = Motor Graders,Select all observed attachments/options
photos,Motor Graders,required_photo_capture,Required Photo Capture,image_collection,required,camera,show when asset_category = Motor Graders,Complete all required photos before submission
component_scoring,Telehandlers,engine_score,Engine Score,integer,required,dropdown,show when asset_category = Telehandlers,Use shared 0 to 5 condition scale
component_notes,Telehandlers,engine_notes,Engine Notes,text,optional,textarea,show when asset_category = Telehandlers,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Telehandlers,transmission_score,Transmission Score,integer,required,dropdown,show when asset_category = Telehandlers,Use shared 0 to 5 condition scale
component_notes,Telehandlers,transmission_notes,Transmission Notes,text,optional,textarea,show when asset_category = Telehandlers,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Telehandlers,boom_assembly_score,Boom assembly Score,integer,required,dropdown,show when asset_category = Telehandlers,Use shared 0 to 5 condition scale
component_notes,Telehandlers,boom_assembly_notes,Boom assembly Notes,text,optional,textarea,show when asset_category = Telehandlers,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Telehandlers,hydraulic_system_score,Hydraulic system Score,integer,required,dropdown,show when asset_category = Telehandlers,Use shared 0 to 5 condition scale
component_notes,Telehandlers,hydraulic_system_notes,Hydraulic system Notes,text,optional,textarea,show when asset_category = Telehandlers,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Telehandlers,axles_steering_score,Axles/steering Score,integer,required,dropdown,show when asset_category = Telehandlers,Use shared 0 to 5 condition scale
component_notes,Telehandlers,axles_steering_notes,Axles/steering Notes,text,optional,textarea,show when asset_category = Telehandlers,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Telehandlers,tires_score,Tires Score,integer,required,dropdown,show when asset_category = Telehandlers,Use shared 0 to 5 condition scale
component_notes,Telehandlers,tires_notes,Tires Notes,text,optional,textarea,show when asset_category = Telehandlers,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Telehandlers,cab_controls_score,Cab/controls Score,integer,required,dropdown,show when asset_category = Telehandlers,Use shared 0 to 5 condition scale
component_notes,Telehandlers,cab_controls_notes,Cab/controls Notes,text,optional,textarea,show when asset_category = Telehandlers,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Telehandlers,attachments_stabilizers_score,Attachments/stabilizers Score,integer,required,dropdown,show when asset_category = Telehandlers,Use shared 0 to 5 condition scale
component_notes,Telehandlers,attachments_stabilizers_notes,Attachments/stabilizers Notes,text,optional,textarea,show when asset_category = Telehandlers,"Record defects, leaks, wear, repairs, or missing items"
attachments,Telehandlers,attachment_inventory,Attachment Inventory,multi_reference,optional,multi_select,show when asset_category = Telehandlers,Select all observed attachments/options
photos,Telehandlers,required_photo_capture,Required Photo Capture,image_collection,required,camera,show when asset_category = Telehandlers,Complete all required photos before submission
component_scoring,Wheel / Ag Tractors,engine_score,Engine Score,integer,required,dropdown,show when asset_category = Wheel / Ag Tractors,Use shared 0 to 5 condition scale
component_notes,Wheel / Ag Tractors,engine_notes,Engine Notes,text,optional,textarea,show when asset_category = Wheel / Ag Tractors,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Wheel / Ag Tractors,transmission_driveline_score,Transmission/driveline Score,integer,required,dropdown,show when asset_category = Wheel / Ag Tractors,Use shared 0 to 5 condition scale
component_notes,Wheel / Ag Tractors,transmission_driveline_notes,Transmission/driveline Notes,text,optional,textarea,show when asset_category = Wheel / Ag Tractors,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Wheel / Ag Tractors,pto_3_point_score,PTO/3-point Score,integer,required,dropdown,show when asset_category = Wheel / Ag Tractors,Use shared 0 to 5 condition scale
component_notes,Wheel / Ag Tractors,pto_3_point_notes,PTO/3-point Notes,text,optional,textarea,show when asset_category = Wheel / Ag Tractors,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Wheel / Ag Tractors,hydraulic_system_score,Hydraulic system Score,integer,required,dropdown,show when asset_category = Wheel / Ag Tractors,Use shared 0 to 5 condition scale
component_notes,Wheel / Ag Tractors,hydraulic_system_notes,Hydraulic system Notes,text,optional,textarea,show when asset_category = Wheel / Ag Tractors,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Wheel / Ag Tractors,axles_score,Axles Score,integer,required,dropdown,show when asset_category = Wheel / Ag Tractors,Use shared 0 to 5 condition scale
component_notes,Wheel / Ag Tractors,axles_notes,Axles Notes,text,optional,textarea,show when asset_category = Wheel / Ag Tractors,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Wheel / Ag Tractors,tires_score,Tires Score,integer,required,dropdown,show when asset_category = Wheel / Ag Tractors,Use shared 0 to 5 condition scale
component_notes,Wheel / Ag Tractors,tires_notes,Tires Notes,text,optional,textarea,show when asset_category = Wheel / Ag Tractors,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Wheel / Ag Tractors,loader_assembly_score,Loader assembly Score,integer,required,dropdown,show when asset_category = Wheel / Ag Tractors,Use shared 0 to 5 condition scale
component_notes,Wheel / Ag Tractors,loader_assembly_notes,Loader assembly Notes,text,optional,textarea,show when asset_category = Wheel / Ag Tractors,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Wheel / Ag Tractors,cab_controls_score,Cab/controls Score,integer,required,dropdown,show when asset_category = Wheel / Ag Tractors,Use shared 0 to 5 condition scale
component_notes,Wheel / Ag Tractors,cab_controls_notes,Cab/controls Notes,text,optional,textarea,show when asset_category = Wheel / Ag Tractors,"Record defects, leaks, wear, repairs, or missing items"
attachments,Wheel / Ag Tractors,attachment_inventory,Attachment Inventory,multi_reference,optional,multi_select,show when asset_category = Wheel / Ag Tractors,Select all observed attachments/options
photos,Wheel / Ag Tractors,required_photo_capture,Required Photo Capture,image_collection,required,camera,show when asset_category = Wheel / Ag Tractors,Complete all required photos before submission
component_scoring,Crawler Loaders,engine_score,Engine Score,integer,required,dropdown,show when asset_category = Crawler Loaders,Use shared 0 to 5 condition scale
component_notes,Crawler Loaders,engine_notes,Engine Notes,text,optional,textarea,show when asset_category = Crawler Loaders,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Crawler Loaders,transmission_steering_score,Transmission/steering Score,integer,required,dropdown,show when asset_category = Crawler Loaders,Use shared 0 to 5 condition scale
component_notes,Crawler Loaders,transmission_steering_notes,Transmission/steering Notes,text,optional,textarea,show when asset_category = Crawler Loaders,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Crawler Loaders,final_drives_score,Final drives Score,integer,required,dropdown,show when asset_category = Crawler Loaders,Use shared 0 to 5 condition scale
component_notes,Crawler Loaders,final_drives_notes,Final drives Notes,text,optional,textarea,show when asset_category = Crawler Loaders,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Crawler Loaders,undercarriage_score,Undercarriage Score,integer,required,dropdown,show when asset_category = Crawler Loaders,Use shared 0 to 5 condition scale
component_notes,Crawler Loaders,undercarriage_notes,Undercarriage Notes,text,optional,textarea,show when asset_category = Crawler Loaders,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Crawler Loaders,loader_assembly_score,Loader assembly Score,integer,required,dropdown,show when asset_category = Crawler Loaders,Use shared 0 to 5 condition scale
component_notes,Crawler Loaders,loader_assembly_notes,Loader assembly Notes,text,optional,textarea,show when asset_category = Crawler Loaders,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Crawler Loaders,hydraulic_system_score,Hydraulic system Score,integer,required,dropdown,show when asset_category = Crawler Loaders,Use shared 0 to 5 condition scale
component_notes,Crawler Loaders,hydraulic_system_notes,Hydraulic system Notes,text,optional,textarea,show when asset_category = Crawler Loaders,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Crawler Loaders,cab_controls_score,Cab/controls Score,integer,required,dropdown,show when asset_category = Crawler Loaders,Use shared 0 to 5 condition scale
component_notes,Crawler Loaders,cab_controls_notes,Cab/controls Notes,text,optional,textarea,show when asset_category = Crawler Loaders,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Crawler Loaders,bucket_attachments_score,Bucket/attachments Score,integer,required,dropdown,show when asset_category = Crawler Loaders,Use shared 0 to 5 condition scale
component_notes,Crawler Loaders,bucket_attachments_notes,Bucket/attachments Notes,text,optional,textarea,show when asset_category = Crawler Loaders,"Record defects, leaks, wear, repairs, or missing items"
attachments,Crawler Loaders,attachment_inventory,Attachment Inventory,multi_reference,optional,multi_select,show when asset_category = Crawler Loaders,Select all observed attachments/options
photos,Crawler Loaders,required_photo_capture,Required Photo Capture,image_collection,required,camera,show when asset_category = Crawler Loaders,Complete all required photos before submission
component_scoring,Scrapers,engine_score,Engine Score,integer,required,dropdown,show when asset_category = Scrapers,Use shared 0 to 5 condition scale
component_notes,Scrapers,engine_notes,Engine Notes,text,optional,textarea,show when asset_category = Scrapers,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Scrapers,transmission_score,Transmission Score,integer,required,dropdown,show when asset_category = Scrapers,Use shared 0 to 5 condition scale
component_notes,Scrapers,transmission_notes,Transmission Notes,text,optional,textarea,show when asset_category = Scrapers,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Scrapers,bowl_apron_ejector_score,Bowl/apron/ejector Score,integer,required,dropdown,show when asset_category = Scrapers,Use shared 0 to 5 condition scale
component_notes,Scrapers,bowl_apron_ejector_notes,Bowl/apron/ejector Notes,text,optional,textarea,show when asset_category = Scrapers,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Scrapers,hydraulic_system_score,Hydraulic system Score,integer,required,dropdown,show when asset_category = Scrapers,Use shared 0 to 5 condition scale
component_notes,Scrapers,hydraulic_system_notes,Hydraulic system Notes,text,optional,textarea,show when asset_category = Scrapers,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Scrapers,frame_gooseneck_score,Frame/gooseneck Score,integer,required,dropdown,show when asset_category = Scrapers,Use shared 0 to 5 condition scale
component_notes,Scrapers,frame_gooseneck_notes,Frame/gooseneck Notes,text,optional,textarea,show when asset_category = Scrapers,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Scrapers,axles_score,Axles Score,integer,required,dropdown,show when asset_category = Scrapers,Use shared 0 to 5 condition scale
component_notes,Scrapers,axles_notes,Axles Notes,text,optional,textarea,show when asset_category = Scrapers,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Scrapers,tires_score,Tires Score,integer,required,dropdown,show when asset_category = Scrapers,Use shared 0 to 5 condition scale
component_notes,Scrapers,tires_notes,Tires Notes,text,optional,textarea,show when asset_category = Scrapers,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Scrapers,cab_controls_score,Cab/controls Score,integer,required,dropdown,show when asset_category = Scrapers,Use shared 0 to 5 condition scale
component_notes,Scrapers,cab_controls_notes,Cab/controls Notes,text,optional,textarea,show when asset_category = Scrapers,"Record defects, leaks, wear, repairs, or missing items"
attachments,Scrapers,attachment_inventory,Attachment Inventory,multi_reference,optional,multi_select,show when asset_category = Scrapers,Select all observed attachments/options
photos,Scrapers,required_photo_capture,Required Photo Capture,image_collection,required,camera,show when asset_category = Scrapers,Complete all required photos before submission
component_scoring,Rollers / Compactors,engine_score,Engine Score,integer,required,dropdown,show when asset_category = Rollers / Compactors,Use shared 0 to 5 condition scale
component_notes,Rollers / Compactors,engine_notes,Engine Notes,text,optional,textarea,show when asset_category = Rollers / Compactors,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Rollers / Compactors,drive_system_score,Drive system Score,integer,required,dropdown,show when asset_category = Rollers / Compactors,Use shared 0 to 5 condition scale
component_notes,Rollers / Compactors,drive_system_notes,Drive system Notes,text,optional,textarea,show when asset_category = Rollers / Compactors,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Rollers / Compactors,drum_vibration_score,Drum/vibration Score,integer,required,dropdown,show when asset_category = Rollers / Compactors,Use shared 0 to 5 condition scale
component_notes,Rollers / Compactors,drum_vibration_notes,Drum/vibration Notes,text,optional,textarea,show when asset_category = Rollers / Compactors,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Rollers / Compactors,articulation_frame_score,Articulation/frame Score,integer,required,dropdown,show when asset_category = Rollers / Compactors,Use shared 0 to 5 condition scale
component_notes,Rollers / Compactors,articulation_frame_notes,Articulation/frame Notes,text,optional,textarea,show when asset_category = Rollers / Compactors,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Rollers / Compactors,water_system_score,Water system Score,integer,required,dropdown,show when asset_category = Rollers / Compactors,Use shared 0 to 5 condition scale
component_notes,Rollers / Compactors,water_system_notes,Water system Notes,text,optional,textarea,show when asset_category = Rollers / Compactors,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Rollers / Compactors,tires_if_applicable_score,Tires if applicable Score,integer,required,dropdown,show when asset_category = Rollers / Compactors,Use shared 0 to 5 condition scale
component_notes,Rollers / Compactors,tires_if_applicable_notes,Tires if applicable Notes,text,optional,textarea,show when asset_category = Rollers / Compactors,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Rollers / Compactors,cab_controls_score,Cab/controls Score,integer,required,dropdown,show when asset_category = Rollers / Compactors,Use shared 0 to 5 condition scale
component_notes,Rollers / Compactors,cab_controls_notes,Cab/controls Notes,text,optional,textarea,show when asset_category = Rollers / Compactors,"Record defects, leaks, wear, repairs, or missing items"
component_scoring,Rollers / Compactors,attachments_score,Attachments Score,integer,required,dropdown,show when asset_category = Rollers / Compactors,Use shared 0 to 5 condition scale
component_notes,Rollers / Compactors,attachments_notes,Attachments Notes,text,optional,textarea,show when asset_category = Rollers / Compactors,"Record defects, leaks, wear, repairs, or missing items"
attachments,Rollers / Compactors,attachment_inventory,Attachment Inventory,multi_reference,optional,multi_select,show when asset_category = Rollers / Compactors,Select all observed attachments/options
photos,Rollers / Compactors,required_photo_capture,Required Photo Capture,image_collection,required,camera,show when asset_category = Rollers / Compactors,Complete all required photos before submission
