table_group,category,field_name,field_label,field_type,required,input_control,allowed_values,description,source,notes
category_red_flags,Backhoe Loaders,hour_meter_concern,Hour Meter Concern,boolean,optional,checkbox,true|false,Red flag applicable to Backhoe Loaders,category checklist,Should trigger management review
category_red_flags,Backhoe Loaders,missing_serial_plate,Missing Serial Plate,boolean,optional,checkbox,true|false,Red flag applicable to Backhoe Loaders,category checklist,Should trigger management review
category_red_flags,Backhoe Loaders,safety_system_inoperative,Safety System Inoperative,boolean,optional,checkbox,true|false,Red flag applicable to Backhoe Loaders,category checklist,Should trigger management review
category_red_flags,Backhoe Loaders,non_running_major_component_failure,Non Running Major Component Failure,boolean,optional,checkbox,true|false,Red flag applicable to Backhoe Loaders,category checklist,Should trigger management review
category_component_score,Dozers,engine_score,Engine Score,integer,required,select,0|1|2|3|4|5,Condition score for Engine,category checklist,Use shared condition definitions
category_component_notes,Dozers,engine_notes,Engine Notes,text,optional,textarea,,Appraiser notes for Engine,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Dozers,transmission_steering_score,Transmission/steering Score,integer,required,select,0|1|2|3|4|5,Condition score for Transmission/steering,category checklist,Use shared condition definitions
category_component_notes,Dozers,transmission_steering_notes,Transmission/steering Notes,text,optional,textarea,,Appraiser notes for Transmission/steering,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Dozers,final_drives_score,Final drives Score,integer,required,select,0|1|2|3|4|5,Condition score for Final drives,category checklist,Use shared condition definitions
category_component_notes,Dozers,final_drives_notes,Final drives Notes,text,optional,textarea,,Appraiser notes for Final drives,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Dozers,undercarriage_score,Undercarriage Score,integer,required,select,0|1|2|3|4|5,Condition score for Undercarriage,category checklist,Use shared condition definitions
category_component_notes,Dozers,undercarriage_notes,Undercarriage Notes,text,optional,textarea,,Appraiser notes for Undercarriage,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Dozers,blade_assembly_score,Blade assembly Score,integer,required,select,0|1|2|3|4|5,Condition score for Blade assembly,category checklist,Use shared condition definitions
category_component_notes,Dozers,blade_assembly_notes,Blade assembly Notes,text,optional,textarea,,Appraiser notes for Blade assembly,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Dozers,ripper_assembly_score,Ripper assembly Score,integer,required,select,0|1|2|3|4|5,Condition score for Ripper assembly,category checklist,Use shared condition definitions
category_component_notes,Dozers,ripper_assembly_notes,Ripper assembly Notes,text,optional,textarea,,Appraiser notes for Ripper assembly,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Dozers,hydraulic_system_score,Hydraulic system Score,integer,required,select,0|1|2|3|4|5,Condition score for Hydraulic system,category checklist,Use shared condition definitions
category_component_notes,Dozers,hydraulic_system_notes,Hydraulic system Notes,text,optional,textarea,,Appraiser notes for Hydraulic system,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Dozers,cab_controls_score,Cab/controls Score,integer,required,select,0|1|2|3|4|5,Condition score for Cab/controls,category checklist,Use shared condition definitions
category_component_notes,Dozers,cab_controls_notes,Cab/controls Notes,text,optional,textarea,,Appraiser notes for Cab/controls,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_attachments,Dozers,attachment_option,Attachment Option,reference_value,optional,multi_select,PAT blade,Attachment or option for Dozers,category checklist,Store as child record where possible
category_attachments,Dozers,attachment_option,Attachment Option,reference_value,optional,multi_select,SU blade,Attachment or option for Dozers,category checklist,Store as child record where possible
category_attachments,Dozers,attachment_option,Attachment Option,reference_value,optional,multi_select,U blade,Attachment or option for Dozers,category checklist,Store as child record where possible
category_attachments,Dozers,attachment_option,Attachment Option,reference_value,optional,multi_select,Winch,Attachment or option for Dozers,category checklist,Store as child record where possible
category_attachments,Dozers,attachment_option,Attachment Option,reference_value,optional,multi_select,Single shank ripper,Attachment or option for Dozers,category checklist,Store as child record where possible
category_attachments,Dozers,attachment_option,Attachment Option,reference_value,optional,multi_select,Multi-shank ripper,Attachment or option for Dozers,category checklist,Store as child record where possible
category_attachments,Dozers,attachment_option,Attachment Option,reference_value,optional,multi_select,Sweeps,Attachment or option for Dozers,category checklist,Store as child record where possible
category_attachments,Dozers,attachment_option,Attachment Option,reference_value,optional,multi_select,Rear screen,Attachment or option for Dozers,category checklist,Store as child record where possible
category_required_photos,Dozers,required_photo,Required Photo,reference_value,required,camera,4 corner exterior,Required photo for Dozers,category checklist,Can be enforced by app workflow
category_required_photos,Dozers,required_photo,Required Photo,reference_value,required,camera,Serial plate,Required photo for Dozers,category checklist,Can be enforced by app workflow
category_required_photos,Dozers,required_photo,Required Photo,reference_value,required,camera,Hour meter,Required photo for Dozers,category checklist,Can be enforced by app workflow
category_required_photos,Dozers,required_photo,Required Photo,reference_value,required,camera,Cab interior,Required photo for Dozers,category checklist,Can be enforced by app workflow
category_required_photos,Dozers,required_photo,Required Photo,reference_value,required,camera,Engine compartment,Required photo for Dozers,category checklist,Can be enforced by app workflow
category_required_photos,Dozers,required_photo,Required Photo,reference_value,required,camera,Both track sides,Required photo for Dozers,category checklist,Can be enforced by app workflow
category_required_photos,Dozers,required_photo,Required Photo,reference_value,required,camera,Sprockets/idlers/rollers,Required photo for Dozers,category checklist,Can be enforced by app workflow
category_required_photos,Dozers,required_photo,Required Photo,reference_value,required,camera,Blade cutting edge,Required photo for Dozers,category checklist,Can be enforced by app workflow
category_required_photos,Dozers,required_photo,Required Photo,reference_value,required,camera,Ripper,Required photo for Dozers,category checklist,Can be enforced by app workflow
category_required_photos,Dozers,required_photo,Required Photo,reference_value,required,camera,Visible leaks/damage,Required photo for Dozers,category checklist,Can be enforced by app workflow
category_value_drivers,Dozers,value_driver,Value Driver,reference_value,reference,display_only,Undercarriage remaining life,Value driver to consider for Dozers,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Dozers,value_driver,Value Driver,reference_value,reference,display_only,Hours,Value driver to consider for Dozers,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Dozers,value_driver,Value Driver,reference_value,reference,display_only,Enclosed cab vs open canopy,Value driver to consider for Dozers,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Dozers,value_driver,Value Driver,reference_value,reference,display_only,PAT vs straight blade,Value driver to consider for Dozers,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Dozers,value_driver,Value Driver,reference_value,reference,display_only,Ripper equipped,Value driver to consider for Dozers,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Dozers,value_driver,Value Driver,reference_value,reference,display_only,Steering/final drive condition,Value driver to consider for Dozers,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Dozers,value_driver,Value Driver,reference_value,reference,display_only,Emission tier,Value driver to consider for Dozers,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Dozers,value_driver,Value Driver,reference_value,reference,display_only,Service records,Value driver to consider for Dozers,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Dozers,value_driver,Value Driver,reference_value,reference,display_only,Major rebuilds,Value driver to consider for Dozers,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Dozers,value_driver,Value Driver,reference_value,reference,display_only,Transport width issues if purchased,Value driver to consider for Dozers,category checklist,"Use in training, summary generation, and review"
category_red_flags,Dozers,structural_damage,Structural Damage,boolean,optional,checkbox,true|false,Red flag applicable to Dozers,category checklist,Should trigger management review
category_red_flags,Dozers,active_major_leak,Active Major Leak,boolean,optional,checkbox,true|false,Red flag applicable to Dozers,category checklist,Should trigger management review
category_red_flags,Dozers,hour_meter_concern,Hour Meter Concern,boolean,optional,checkbox,true|false,Red flag applicable to Dozers,category checklist,Should trigger management review
category_red_flags,Dozers,missing_serial_plate,Missing Serial Plate,boolean,optional,checkbox,true|false,Red flag applicable to Dozers,category checklist,Should trigger management review
category_red_flags,Dozers,safety_system_inoperative,Safety System Inoperative,boolean,optional,checkbox,true|false,Red flag applicable to Dozers,category checklist,Should trigger management review
category_red_flags,Dozers,non_running_major_component_failure,Non Running Major Component Failure,boolean,optional,checkbox,true|false,Red flag applicable to Dozers,category checklist,Should trigger management review
category_component_score,Excavators,engine_score,Engine Score,integer,required,select,0|1|2|3|4|5,Condition score for Engine,category checklist,Use shared condition definitions
category_component_notes,Excavators,engine_notes,Engine Notes,text,optional,textarea,,Appraiser notes for Engine,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Excavators,hydraulic_pumps_system_score,Hydraulic pumps/system Score,integer,required,select,0|1|2|3|4|5,Condition score for Hydraulic pumps/system,category checklist,Use shared condition definitions
category_component_notes,Excavators,hydraulic_pumps_system_notes,Hydraulic pumps/system Notes,text,optional,textarea,,Appraiser notes for Hydraulic pumps/system,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Excavators,swing_system_score,Swing system Score,integer,required,select,0|1|2|3|4|5,Condition score for Swing system,category checklist,Use shared condition definitions
category_component_notes,Excavators,swing_system_notes,Swing system Notes,text,optional,textarea,,Appraiser notes for Swing system,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Excavators,boom_stick_bucket_score,Boom/stick/bucket Score,integer,required,select,0|1|2|3|4|5,Condition score for Boom/stick/bucket,category checklist,Use shared condition definitions
category_component_notes,Excavators,boom_stick_bucket_notes,Boom/stick/bucket Notes,text,optional,textarea,,Appraiser notes for Boom/stick/bucket,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Excavators,undercarriage_score,Undercarriage Score,integer,required,select,0|1|2|3|4|5,Condition score for Undercarriage,category checklist,Use shared condition definitions
category_component_notes,Excavators,undercarriage_notes,Undercarriage Notes,text,optional,textarea,,Appraiser notes for Undercarriage,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Excavators,travel_motors_drives_score,Travel motors/drives Score,integer,required,select,0|1|2|3|4|5,Condition score for Travel motors/drives,category checklist,Use shared condition definitions
category_component_notes,Excavators,travel_motors_drives_notes,Travel motors/drives Notes,text,optional,textarea,,Appraiser notes for Travel motors/drives,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Excavators,cab_controls_score,Cab/controls Score,integer,required,select,0|1|2|3|4|5,Condition score for Cab/controls,category checklist,Use shared condition definitions
category_component_notes,Excavators,cab_controls_notes,Cab/controls Notes,text,optional,textarea,,Appraiser notes for Cab/controls,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Excavators,attachments_score,Attachments Score,integer,required,select,0|1|2|3|4|5,Condition score for Attachments,category checklist,Use shared condition definitions
category_component_notes,Excavators,attachments_notes,Attachments Notes,text,optional,textarea,,Appraiser notes for Attachments,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_attachments,Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,General purpose bucket,Attachment or option for Excavators,category checklist,Store as child record where possible
category_attachments,Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,Ditch bucket,Attachment or option for Excavators,category checklist,Store as child record where possible
category_attachments,Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,Hydraulic thumb,Attachment or option for Excavators,category checklist,Store as child record where possible
category_attachments,Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,Coupler,Attachment or option for Excavators,category checklist,Store as child record where possible
category_attachments,Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,Hammer,Attachment or option for Excavators,category checklist,Store as child record where possible
category_attachments,Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,Grapple,Attachment or option for Excavators,category checklist,Store as child record where possible
category_attachments,Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,Mulcher head,Attachment or option for Excavators,category checklist,Store as child record where possible
category_attachments,Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,Tilt bucket,Attachment or option for Excavators,category checklist,Store as child record where possible
category_required_photos,Excavators,required_photo,Required Photo,reference_value,required,camera,4 corner exterior,Required photo for Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Excavators,required_photo,Required Photo,reference_value,required,camera,Serial plate,Required photo for Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Excavators,required_photo,Required Photo,reference_value,required,camera,Hour meter,Required photo for Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Excavators,required_photo,Required Photo,reference_value,required,camera,Cab interior,Required photo for Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Excavators,required_photo,Required Photo,reference_value,required,camera,Engine compartment,Required photo for Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Excavators,required_photo,Required Photo,reference_value,required,camera,Boom base,Required photo for Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Excavators,required_photo,Required Photo,reference_value,required,camera,Stick and bucket,Required photo for Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Excavators,required_photo,Required Photo,reference_value,required,camera,Coupler/thumb,Required photo for Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Excavators,required_photo,Required Photo,reference_value,required,camera,Undercarriage both sides,Required photo for Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Excavators,required_photo,Required Photo,reference_value,required,camera,Visible leaks/damage,Required photo for Excavators,category checklist,Can be enforced by app workflow
category_value_drivers,Excavators,value_driver,Value Driver,reference_value,reference,display_only,Hours,Value driver to consider for Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Excavators,value_driver,Value Driver,reference_value,reference,display_only,Auxiliary hydraulics,Value driver to consider for Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Excavators,value_driver,Value Driver,reference_value,reference,display_only,Thumb/coupler,Value driver to consider for Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Excavators,value_driver,Value Driver,reference_value,reference,display_only,Undercarriage life,Value driver to consider for Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Excavators,value_driver,Value Driver,reference_value,reference,display_only,Boom/stick repairs,Value driver to consider for Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Excavators,value_driver,Value Driver,reference_value,reference,display_only,Brand demand,Value driver to consider for Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Excavators,value_driver,Value Driver,reference_value,reference,display_only,Running status,Value driver to consider for Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Excavators,value_driver,Value Driver,reference_value,reference,display_only,Hydraulic smoothness,Value driver to consider for Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Excavators,value_driver,Value Driver,reference_value,reference,display_only,Emission tier,Value driver to consider for Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Excavators,value_driver,Value Driver,reference_value,reference,display_only,Attachment package,Value driver to consider for Excavators,category checklist,"Use in training, summary generation, and review"
category_red_flags,Excavators,structural_damage,Structural Damage,boolean,optional,checkbox,true|false,Red flag applicable to Excavators,category checklist,Should trigger management review
category_red_flags,Excavators,active_major_leak,Active Major Leak,boolean,optional,checkbox,true|false,Red flag applicable to Excavators,category checklist,Should trigger management review
category_red_flags,Excavators,hour_meter_concern,Hour Meter Concern,boolean,optional,checkbox,true|false,Red flag applicable to Excavators,category checklist,Should trigger management review
category_red_flags,Excavators,missing_serial_plate,Missing Serial Plate,boolean,optional,checkbox,true|false,Red flag applicable to Excavators,category checklist,Should trigger management review
category_red_flags,Excavators,safety_system_inoperative,Safety System Inoperative,boolean,optional,checkbox,true|false,Red flag applicable to Excavators,category checklist,Should trigger management review
category_red_flags,Excavators,non_running_major_component_failure,Non Running Major Component Failure,boolean,optional,checkbox,true|false,Red flag applicable to Excavators,category checklist,Should trigger management review
category_component_score,Mini Excavators,engine_score,Engine Score,integer,required,select,0|1|2|3|4|5,Condition score for Engine,category checklist,Use shared condition definitions
category_component_notes,Mini Excavators,engine_notes,Engine Notes,text,optional,textarea,,Appraiser notes for Engine,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Mini Excavators,hydraulic_system_score,Hydraulic system Score,integer,required,select,0|1|2|3|4|5,Condition score for Hydraulic system,category checklist,Use shared condition definitions
category_component_notes,Mini Excavators,hydraulic_system_notes,Hydraulic system Notes,text,optional,textarea,,Appraiser notes for Hydraulic system,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Mini Excavators,swing_system_score,Swing system Score,integer,required,select,0|1|2|3|4|5,Condition score for Swing system,category checklist,Use shared condition definitions
category_component_notes,Mini Excavators,swing_system_notes,Swing system Notes,text,optional,textarea,,Appraiser notes for Swing system,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Mini Excavators,boom_stick_bucket_score,Boom/stick/bucket Score,integer,required,select,0|1|2|3|4|5,Condition score for Boom/stick/bucket,category checklist,Use shared condition definitions
category_component_notes,Mini Excavators,boom_stick_bucket_notes,Boom/stick/bucket Notes,text,optional,textarea,,Appraiser notes for Boom/stick/bucket,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Mini Excavators,tracks_undercarriage_score,Tracks/undercarriage Score,integer,required,select,0|1|2|3|4|5,Condition score for Tracks/undercarriage,category checklist,Use shared condition definitions
category_component_notes,Mini Excavators,tracks_undercarriage_notes,Tracks/undercarriage Notes,text,optional,textarea,,Appraiser notes for Tracks/undercarriage,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Mini Excavators,blade_score,Blade Score,integer,required,select,0|1|2|3|4|5,Condition score for Blade,category checklist,Use shared condition definitions
category_component_notes,Mini Excavators,blade_notes,Blade Notes,text,optional,textarea,,Appraiser notes for Blade,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Mini Excavators,cab_controls_score,Cab/controls Score,integer,required,select,0|1|2|3|4|5,Condition score for Cab/controls,category checklist,Use shared condition definitions
category_component_notes,Mini Excavators,cab_controls_notes,Cab/controls Notes,text,optional,textarea,,Appraiser notes for Cab/controls,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Mini Excavators,attachments_score,Attachments Score,integer,required,select,0|1|2|3|4|5,Condition score for Attachments,category checklist,Use shared condition definitions
category_component_notes,Mini Excavators,attachments_notes,Attachments Notes,text,optional,textarea,,Appraiser notes for Attachments,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_attachments,Mini Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,Bucket set,Attachment or option for Mini Excavators,category checklist,Store as child record where possible
category_attachments,Mini Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,Thumb,Attachment or option for Mini Excavators,category checklist,Store as child record where possible
category_attachments,Mini Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,Coupler,Attachment or option for Mini Excavators,category checklist,Store as child record where possible
category_attachments,Mini Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,Auger drive,Attachment or option for Mini Excavators,category checklist,Store as child record where possible
category_attachments,Mini Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,Breaker,Attachment or option for Mini Excavators,category checklist,Store as child record where possible
category_attachments,Mini Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,Grapple,Attachment or option for Mini Excavators,category checklist,Store as child record where possible
category_attachments,Mini Excavators,attachment_option,Attachment Option,reference_value,optional,multi_select,Tilt bucket,Attachment or option for Mini Excavators,category checklist,Store as child record where possible
category_required_photos,Mini Excavators,required_photo,Required Photo,reference_value,required,camera,4 corner exterior,Required photo for Mini Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Mini Excavators,required_photo,Required Photo,reference_value,required,camera,Serial plate,Required photo for Mini Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Mini Excavators,required_photo,Required Photo,reference_value,required,camera,Hour meter,Required photo for Mini Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Mini Excavators,required_photo,Required Photo,reference_value,required,camera,Operator station,Required photo for Mini Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Mini Excavators,required_photo,Required Photo,reference_value,required,camera,Engine compartment,Required photo for Mini Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Mini Excavators,required_photo,Required Photo,reference_value,required,camera,Bucket and thumb,Required photo for Mini Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Mini Excavators,required_photo,Required Photo,reference_value,required,camera,Blade,Required photo for Mini Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Mini Excavators,required_photo,Required Photo,reference_value,required,camera,Tracks both sides,Required photo for Mini Excavators,category checklist,Can be enforced by app workflow
category_required_photos,Mini Excavators,required_photo,Required Photo,reference_value,required,camera,Visible leaks/damage,Required photo for Mini Excavators,category checklist,Can be enforced by app workflow
category_value_drivers,Mini Excavators,value_driver,Value Driver,reference_value,reference,display_only,Hours,Value driver to consider for Mini Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Mini Excavators,value_driver,Value Driver,reference_value,reference,display_only,Zero-tail vs conventional,Value driver to consider for Mini Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Mini Excavators,value_driver,Value Driver,reference_value,reference,display_only,Cab vs canopy,Value driver to consider for Mini Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Mini Excavators,value_driver,Value Driver,reference_value,reference,display_only,Rubber track life,Value driver to consider for Mini Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Mini Excavators,value_driver,Value Driver,reference_value,reference,display_only,Thumb/coupler,Value driver to consider for Mini Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Mini Excavators,value_driver,Value Driver,reference_value,reference,display_only,Aux hydraulics,Value driver to consider for Mini Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Mini Excavators,value_driver,Value Driver,reference_value,reference,display_only,Rental fleet wear,Value driver to consider for Mini Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Mini Excavators,value_driver,Value Driver,reference_value,reference,display_only,Brand demand,Value driver to consider for Mini Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Mini Excavators,value_driver,Value Driver,reference_value,reference,display_only,Running status,Value driver to consider for Mini Excavators,category checklist,"Use in training, summary generation, and review"
category_value_drivers,Mini Excavators,value_driver,Value Driver,reference_value,reference,display_only,Transport convenience,Value driver to consider for Mini Excavators,category checklist,"Use in training, summary generation, and review"
category_red_flags,Mini Excavators,structural_damage,Structural Damage,boolean,optional,checkbox,true|false,Red flag applicable to Mini Excavators,category checklist,Should trigger management review
category_red_flags,Mini Excavators,active_major_leak,Active Major Leak,boolean,optional,checkbox,true|false,Red flag applicable to Mini Excavators,category checklist,Should trigger management review
category_red_flags,Mini Excavators,hour_meter_concern,Hour Meter Concern,boolean,optional,checkbox,true|false,Red flag applicable to Mini Excavators,category checklist,Should trigger management review
category_red_flags,Mini Excavators,missing_serial_plate,Missing Serial Plate,boolean,optional,checkbox,true|false,Red flag applicable to Mini Excavators,category checklist,Should trigger management review
category_red_flags,Mini Excavators,safety_system_inoperative,Safety System Inoperative,boolean,optional,checkbox,true|false,Red flag applicable to Mini Excavators,category checklist,Should trigger management review
category_red_flags,Mini Excavators,non_running_major_component_failure,Non Running Major Component Failure,boolean,optional,checkbox,true|false,Red flag applicable to Mini Excavators,category checklist,Should trigger management review
category_component_score,Wheel Loaders,engine_score,Engine Score,integer,required,select,0|1|2|3|4|5,Condition score for Engine,category checklist,Use shared condition definitions
category_component_notes,Wheel Loaders,engine_notes,Engine Notes,text,optional,textarea,,Appraiser notes for Engine,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Wheel Loaders,transmission_score,Transmission Score,integer,required,select,0|1|2|3|4|5,Condition score for Transmission,category checklist,Use shared condition definitions
category_component_notes,Wheel Loaders,transmission_notes,Transmission Notes,text,optional,textarea,,Appraiser notes for Transmission,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Wheel Loaders,hydraulics_score,Hydraulics Score,integer,required,select,0|1|2|3|4|5,Condition score for Hydraulics,category checklist,Use shared condition definitions
category_component_notes,Wheel Loaders,hydraulics_notes,Hydraulics Notes,text,optional,textarea,,Appraiser notes for Hydraulics,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Wheel Loaders,articulation_frame_score,Articulation/frame Score,integer,required,select,0|1|2|3|4|5,Condition score for Articulation/frame,category checklist,Use shared condition definitions
category_component_notes,Wheel Loaders,articulation_frame_notes,Articulation/frame Notes,text,optional,textarea,,Appraiser notes for Articulation/frame,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Wheel Loaders,axles_score,Axles Score,integer,required,select,0|1|2|3|4|5,Condition score for Axles,category checklist,Use shared condition definitions
category_component_notes,Wheel Loaders,axles_notes,Axles Notes,text,optional,textarea,,Appraiser notes for Axles,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Wheel Loaders,tires_score,Tires Score,integer,required,select,0|1|2|3|4|5,Condition score for Tires,category checklist,Use shared condition definitions
category_component_notes,Wheel Loaders,tires_notes,Tires Notes,text,optional,textarea,,Appraiser notes for Tires,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Wheel Loaders,loader_arms_bucket_score,Loader arms/bucket Score,integer,required,select,0|1|2|3|4|5,Condition score for Loader arms/bucket,category checklist,Use shared condition definitions
category_component_notes,Wheel Loaders,loader_arms_bucket_notes,Loader arms/bucket Notes,text,optional,textarea,,Appraiser notes for Loader arms/bucket,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_component_score,Wheel Loaders,cab_controls_score,Cab/controls Score,integer,required,select,0|1|2|3|4|5,Condition score for Cab/controls,category checklist,Use shared condition definitions
category_component_notes,Wheel Loaders,cab_controls_notes,Cab/controls Notes,text,optional,textarea,,Appraiser notes for Cab/controls,category checklist,"Describe defects, leaks, play, repairs, missing items"
category_attachments,Wheel Loaders,attachment_option,Attachment Option,reference_value,optional,multi_select,General purpose bucket,Attachment or option for Wheel Loaders,category checklist,Store as child record where possible
category_attachments,Wheel Loaders,attachment_option,Attachment Option,reference_value,optional,multi_select,Forks,Attachment or option for Wheel Loaders,category checklist,Store as child record where possible
category_attachments,Wheel Loaders,attachment_option,Attachment Option,reference_value,optional,multi_select,Quick coupler,Attachment or option for Wheel Loaders,category checklist,Store as child record where possible
category_attachments,Wheel Loaders,attachment_option,Attachment Option,reference_value,optional,multi_select,High lift arms,Attachment or option for Wheel Loaders,category checklist,Store as child record where possible
category_attachments,Wheel Loaders,attachment_option,Attachment Option,reference_value,optional,multi_select,Scale system,Attachment or option for Wheel Loaders,category checklist,Store as child record where possible
category_attachments,Wheel Loaders,attachment_option,Attachment Option,reference_value,optional,multi_select,Snow pusher,Attachment or option for Wheel Loaders,category checklist,Store as child record where possible
category_attachments,Wheel Loaders,attachment_option,Attachment Option,reference_value,optional,multi_select,Grapple bucket,Attachment or option for Wheel Loaders,category checklist,Store as child record where possible
category_required_photos,Wheel Loaders,required_photo,Required Photo,reference_value,required,camera,4 corner exterior,Required photo for Wheel Loaders,category checklist,Can be enforced by app workflow
category_required_photos,Wheel Loaders,required_photo,Required Photo,reference_value,required,camera,Serial plate,Required photo for Wheel Loaders,category checklist,Can be enforced by app workflow
category_required_photos,Wheel Loaders,required_photo,Required Photo,reference_value,required,camera,Hour meter,Required photo for Wheel Loaders,category checklist,Can be enforced by app workflow
category_required_photos,Wheel Loaders,required_photo,Required Photo,reference_value,required,camera,Cab interior,Required photo for Wheel Loaders,category checklist,Can be enforced by app workflow
category_required_photos,Wheel Loaders,required_photo,Required Photo,reference_value,required,camera,Engine compartment,Required photo for Wheel Loaders,category checklist,Can be enforced by app workflow
category_required_photos,Wheel Loaders,required_photo,Required Photo,reference_value,required,camera,Center articulation,Required photo for Wheel Loaders,category checklist,Can be enforced by app workflow
category_required_photos,Wheel Loaders,required_photo,Required Photo,reference_value,required,camera,Bucket edge,Required photo for Wheel Loaders,category checklist,Can be enforced by app workflow
category_required_photos,Wheel Loaders,required_photo,Required Photo,reference_value,required,camera,All tires,Required photo for Wheel Loaders,category checklist,Can be enforced by app workflow
